"category","tree","id","skill_name","image_path","local_path","source_url","status"
"Weapon Skills","Shot","10","Moeba Shot","shot/moebashot.png","Weapon Skills\Shot\10_Moeba Shot.png","https://coryn.club/skill/shot/moebashot.png","downloaded"
"Weapon Skills","Shot","11","Paralysis Shot","shot/paralysisshot.png","Weapon Skills\Shot\11_Paralysis Shot.png","https://coryn.club/skill/shot/paralysisshot.png","downloaded"
"Weapon Skills","Shot","12","Smoke Dust","shot/smokedust.png","Weapon Skills\Shot\12_Smoke Dust.png","https://coryn.club/skill/shot/smokedust.png","downloaded"
"Weapon Skills","Shot","13","Arm Break","shot/armbreak.png","Weapon Skills\Shot\13_Arm Break.png","https://coryn.club/skill/shot/armbreak.png","downloaded"
"Weapon Skills","Shot","14","Parabola Cannon","shot/parabolacannon.png","Weapon Skills\Shot\14_Parabola Cannon.png","https://coryn.club/skill/shot/parabolacannon.png","downloaded"
"Weapon Skills","Shot","15","Spread Shot","shot/spreadshot.png","Weapon Skills\Shot\15_Spread Shot.png","https://coryn.club/skill/shot/spreadshot.png","downloaded"
"Weapon Skills","Shot","16","Shot Mastery","shot/shotmastery.png","Weapon Skills\Shot\16_Shot Mastery.png","https://coryn.club/skill/shot/shotmastery.png","downloaded"
"Weapon Skills","Shot","17","Long Range","shot/longrange.png","Weapon Skills\Shot\17_Long Range.png","https://coryn.club/skill/shot/longrange.png","downloaded"
"Weapon Skills","Shot","18","Quick Draw","shot/quickdraw.png","Weapon Skills\Shot\18_Quick Draw.png","https://coryn.club/skill/shot/quickdraw.png","downloaded"
"Weapon Skills","Shot","19","Decoy Shot","shot/decoyshot.png","Weapon Skills\Shot\19_Decoy Shot.png","https://coryn.club/skill/shot/decoyshot.png","downloaded"
"Weapon Skills","Shot","20","Element Starter","shot/elementstarter.png","Weapon Skills\Shot\20_Element Starter.png","https://coryn.club/skill/shot/elementstarter.png","downloaded"
"Weapon Skills","Shot","21","Samurai Archery","shot/samuraiarchery.png","Weapon Skills\Shot\21_Samurai Archery.png","https://coryn.club/skill/shot/samuraiarchery.png","downloaded"
"Weapon Skills","Shot","22","Sneak Attack","shot/sneakattack.png","Weapon Skills\Shot\22_Sneak Attack.png","https://coryn.club/skill/shot/sneakattack.png","downloaded"
"Weapon Skills","Shot","23","Hunting Buddy","shot/huntingbuddy.png","Weapon Skills\Shot\23_Hunting Buddy.png","https://coryn.club/skill/shot/huntingbuddy.png","downloaded"
"Weapon Skills","Shot","24","Fatal Shot","shot/fatalshot.png","Weapon Skills\Shot\24_Fatal Shot.png","https://coryn.club/skill/shot/fatalshot.png","downloaded"
"Weapon Skills","Magic","0","Magic: Arrows","magic/arrows.png","Weapon Skills\Magic\00_Magic_ Arrows.png","https://coryn.club/skill/magic/arrows.png","downloaded"
"Weapon Skills","Magic","1","Magic: Javelin","magic/javelin.png","Weapon Skills\Magic\01_Magic_ Javelin.png","https://coryn.club/skill/magic/javelin.png","downloaded"
"Weapon Skills","Magic","2","Magic: Lances","magic/lances.png","Weapon Skills\Magic\02_Magic_ Lances.png","https://coryn.club/skill/magic/lances.png","downloaded"
"Weapon Skills","Magic","3","Magic: Impact","magic/impact.png","Weapon Skills\Magic\03_Magic_ Impact.png","https://coryn.club/skill/magic/impact.png","downloaded"
"Weapon Skills","Magic","4","Magic: Finale","magic/finale.png","Weapon Skills\Magic\04_Magic_ Finale.png","https://coryn.club/skill/magic/finale.png","downloaded"
"Weapon Skills","Magic","5","Chronos Shift","magic/chronosshift.png","Weapon Skills\Magic\05_Chronos Shift.png","https://coryn.club/skill/magic/chronosshift.png","downloaded"
"Weapon Skills","Magic","6","Magic: Laser","magic/laser.png","Weapon Skills\Magic\06_Magic_ Laser.png","https://coryn.club/skill/magic/laser.png","downloaded"
"Weapon Skills","Magic","7","Magic: Wall","magic/wall.png","Weapon Skills\Magic\07_Magic_ Wall.png","https://coryn.club/skill/magic/wall.png","downloaded"
"Weapon Skills","Magic","8","Magic: Blast","magic/blast.png","Weapon Skills\Magic\08_Magic_ Blast.png","https://coryn.club/skill/magic/blast.png","downloaded"
"Weapon Skills","Magic","9","Magic: Storm","magic/storm.png","Weapon Skills\Magic\09_Magic_ Storm.png","https://coryn.club/skill/magic/storm.png","downloaded"
"Weapon Skills","Magic","10","Magic: Burst","magic/burst.png","Weapon Skills\Magic\10_Magic_ Burst.png","https://coryn.club/skill/magic/burst.png","downloaded"
"Weapon Skills","Magic","11","Magic: Magic Cannon","magic/magiccannon.png","Weapon Skills\Magic\11_Magic_ Magic Cannon.png","https://coryn.club/skill/magic/magiccannon.png","downloaded"
"Weapon Skills","Magic","12","Magic: Crash","magic/crash.png","Weapon Skills\Magic\12_Magic_ Crash.png","https://coryn.club/skill/magic/crash.png","downloaded"
"Weapon Skills","Magic","13","Magic Mastery","magic/magicmastery.png","Weapon Skills\Magic\13_Magic Mastery.png","https://coryn.club/skill/magic/magicmastery.png","downloaded"
"Weapon Skills","Magic","14","Magic Knife","magic/magicknife.png","Weapon Skills\Magic\14_Magic Knife.png","https://coryn.club/skill/magic/magicknife.png","downloaded"
"Weapon Skills","Magic","15","Qadal","magic/qadal.png","Weapon Skills\Magic\15_Qadal.png","https://coryn.club/skill/magic/qadal.png","downloaded"
"Weapon Skills","Magic","16","Spell Calibration","magic/spellcalibration.png","Weapon Skills\Magic\16_Spell Calibration.png","https://coryn.club/skill/magic/spellcalibration.png","downloaded"
"Weapon Skills","Magic","17","MP Charge","magic/mpcharge.png","Weapon Skills\Magic\17_MP Charge.png","https://coryn.club/skill/magic/mpcharge.png","downloaded"
"Weapon Skills","Magic","18","Chain Cast","magic/chaincast.png","Weapon Skills\Magic\18_Chain Cast.png","https://coryn.club/skill/magic/chaincast.png","downloaded"
"Weapon Skills","Magic","19","Power Wave","magic/powerwave.png","Weapon Skills\Magic\19_Power Wave.png","https://coryn.club/skill/magic/powerwave.png","downloaded"
"Weapon Skills","Magic","20","Maximizer","magic/maximizer.png","Weapon Skills\Magic\20_Maximizer.png","https://coryn.club/skill/magic/maximizer.png","downloaded"
"Weapon Skills","Magic","21","Rapid Charge","magic/mpcharge.png","Weapon Skills\Magic\21_Rapid Charge.png","https://coryn.club/skill/magic/mpcharge.png","downloaded"
"Weapon Skills","Magic","22","Enchanted Barrier","magic/enchantedbarriers.png","Weapon Skills\Magic\22_Enchanted Barrier.png","https://coryn.club/skill/magic/enchantedbarriers.png","downloaded"
"Weapon Skills","Magic","23","Magic: Guardian Beam","magic/guardianbeam.png","Weapon Skills\Magic\23_Magic_ Guardian Beam.png","https://coryn.club/skill/magic/guardianbeam.png","downloaded"
"Weapon Skills","Martial","0","Smash","martial/smash.png","Weapon Skills\Martial\00_Smash.png","https://coryn.club/skill/martial/smash.png","downloaded"
"Weapon Skills","Martial","1","Bash","martial/bash.png","Weapon Skills\Martial\01_Bash.png","https://coryn.club/skill/martial/bash.png","downloaded"
"Weapon Skills","Martial","2","Shell Break","martial/shellbreak.png","Weapon Skills\Martial\02_Shell Break.png","https://coryn.club/skill/martial/shellbreak.png","downloaded"
"Weapon Skills","Martial","3","Heavy Smash","martial/heavysmash.png","Weapon Skills\Martial\03_Heavy Smash.png","https://coryn.club/skill/martial/heavysmash.png","downloaded"
"Weapon Skills","Martial","4","Chariot","martial/chariot.png","Weapon Skills\Martial\04_Chariot.png","https://coryn.club/skill/martial/chariot.png","downloaded"
"Weapon Skills","Martial","5","Abstract Arms","martial/abstractarms.png","Weapon Skills\Martial\05_Abstract Arms.png","https://coryn.club/skill/martial/abstractarms.png","downloaded"
"Weapon Skills","Martial","6","Mountain Press","martial/mountainpress.png","Weapon Skills\Martial\06_Mountain Press.png","https://coryn.club/skill/martial/mountainpress.png","downloaded"
"Weapon Skills","Martial","7","Sonic Wave","martial/sonicwave.png","Weapon Skills\Martial\07_Sonic Wave.png","https://coryn.club/skill/martial/sonicwave.png","downloaded"
"Weapon Skills","Martial","8","Earthbind","martial/earthbind.png","Weapon Skills\Martial\08_Earthbind.png","https://coryn.club/skill/martial/earthbind.png","downloaded"
"Weapon Skills","Martial","9","Triple Kick","martial/triplekick.png","Weapon Skills\Martial\09_Triple Kick.png","https://coryn.club/skill/martial/triplekick.png","downloaded"
"Weapon Skills","Martial","10","Rush","martial/rush.png","Weapon Skills\Martial\10_Rush.png","https://coryn.club/skill/martial/rush.png","downloaded"
"Weapon Skills","Martial","11","Asura Aura","martial/asuraaura.png","Weapon Skills\Martial\11_Asura Aura.png","https://coryn.club/skill/martial/asuraaura.png","downloaded"
"Weapon Skills","Martial","12","Seismic Stomp","martial/seismicstomp.png","Weapon Skills\Martial\12_Seismic Stomp.png","https://coryn.club/skill/martial/seismicstomp.png","downloaded"
"Weapon Skills","Martial","13","Spin Sweep","martial/spinsweep.png","Weapon Skills\Martial\13_Spin Sweep.png","https://coryn.club/skill/martial/spinsweep.png","downloaded"
"Weapon Skills","Martial","14","Flash Blink","martial/flashblink.png","Weapon Skills\Martial\14_Flash Blink.png","https://coryn.club/skill/martial/flashblink.png","downloaded"
"Weapon Skills","Martial","15","Martial Mastery","martial/martialmastery.png","Weapon Skills\Martial\15_Martial Mastery.png","https://coryn.club/skill/martial/martialmastery.png","downloaded"
"Weapon Skills","Martial","16","Martial Discipline","martial/martialdiscipline.png","Weapon Skills\Martial\16_Martial Discipline.png","https://coryn.club/skill/martial/martialdiscipline.png","downloaded"
"Weapon Skills","Martial","17","Chakra","martial/chakra.png","Weapon Skills\Martial\17_Chakra.png","https://coryn.club/skill/martial/chakra.png","downloaded"
"Weapon Skills","Martial","18","Energy Control","martial/energycontrol.png","Weapon Skills\Martial\18_Energy Control.png","https://coryn.club/skill/martial/energycontrol.png","downloaded"
"Weapon Skills","Martial","19","Aggravate","martial/aggravate.png","Weapon Skills\Martial\19_Aggravate.png","https://coryn.club/skill/martial/aggravate.png","downloaded"
"Weapon Skills","Martial","20","Strong Chase Attack","martial/strongchaseattack.png","Weapon Skills\Martial\20_Strong Chase Attack.png","https://coryn.club/skill/martial/strongchaseattack.png","downloaded"
"Weapon Skills","Martial","21","Slide","martial/slide.png","Weapon Skills\Martial\21_Slide.png","https://coryn.club/skill/martial/slide.png","downloaded"
"Weapon Skills","Halberd","0","Flash Stab","halberd/flashstab.png","Weapon Skills\Halberd\00_Flash Stab.png","https://coryn.club/skill/halberd/flashstab.png","downloaded"
"Weapon Skills","Halberd","1","Cannon Spear","halberd/cannonspear.png","Weapon Skills\Halberd\01_Cannon Spear.png","https://coryn.club/skill/halberd/cannonspear.png","downloaded"
"Weapon Skills","Halberd","2","Dragon Tail","halberd/dragontail.png","Weapon Skills\Halberd\02_Dragon Tail.png","https://coryn.club/skill/halberd/dragontail.png","downloaded"
"Weapon Skills","Halberd","3","Dive Impact","halberd/diveimpact.png","Weapon Skills\Halberd\03_Dive Impact.png","https://coryn.club/skill/halberd/diveimpact.png","downloaded"
"Weapon Skills","Halberd","4","Dragon Tooth","halberd/dragontooth.png","Weapon Skills\Halberd\04_Dragon Tooth.png","https://coryn.club/skill/halberd/dragontooth.png","downloaded"
"Weapon Skills","Halberd","5","Draconic Charge","halberd/draconiccharge.png","Weapon Skills\Halberd\05_Draconic Charge.png","https://coryn.club/skill/halberd/draconiccharge.png","downloaded"
"Weapon Skills","Halberd","6","Deadly Spear","halberd/deadlyspear.png","Weapon Skills\Halberd\06_Deadly Spear.png","https://coryn.club/skill/halberd/deadlyspear.png","downloaded"
"Weapon Skills","Halberd","7","Strike Stab","halberd/strikestab.png","Weapon Skills\Halberd\07_Strike Stab.png","https://coryn.club/skill/halberd/strikestab.png","downloaded"
"Weapon Skills","Halberd","8","Chronos Drive","halberd/chronosdrive.png","Weapon Skills\Halberd\08_Chronos Drive.png","https://coryn.club/skill/halberd/chronosdrive.png","downloaded"
"Weapon Skills","Halberd","9","Infinite Dimension","halberd/infinitedimension.png","Weapon Skills\Halberd\09_Infinite Dimension.png","https://coryn.club/skill/halberd/infinitedimension.png","downloaded"
"Weapon Skills","Halberd","10","Punish Ray","halberd/punishray.png","Weapon Skills\Halberd\10_Punish Ray.png","https://coryn.club/skill/halberd/punishray.png","downloaded"
"Weapon Skills","Halberd","11","Blitz Spike","halberd/blitzspike.png","Weapon Skills\Halberd\11_Blitz Spike.png","https://coryn.club/skill/halberd/blitzspike.png","downloaded"
"Weapon Skills","Halberd","12","Lightning Hail","halberd/lightninghail.png","Weapon Skills\Halberd\12_Lightning Hail.png","https://coryn.club/skill/halberd/lightninghail.png","downloaded"
"Weapon Skills","Halberd","13","Thor's Hammer","halberd/thorshammer.png","Weapon Skills\Halberd\13_Thor's Hammer.png","https://coryn.club/skill/halberd/thorshammer.png","downloaded"
"Weapon Skills","Halberd","14","Halberd Mastery","halberd/halberdmastery.png","Weapon Skills\Halberd\14_Halberd Mastery.png","https://coryn.club/skill/halberd/halberdmastery.png","downloaded"
"Weapon Skills","Halberd","15","Critical Spear","halberd/criticalspear.png","Weapon Skills\Halberd\15_Critical Spear.png","https://coryn.club/skill/halberd/criticalspear.png","downloaded"
"Weapon Skills","Halberd","16","Tornado Lance","halberd/tornadolance.png","Weapon Skills\Halberd\16_Tornado Lance.png","https://coryn.club/skill/halberd/tornadolance.png","downloaded"
"Weapon Skills","Halberd","17","Quick Aura","halberd/quickaura.png","Weapon Skills\Halberd\17_Quick Aura.png","https://coryn.club/skill/halberd/quickaura.png","downloaded"
"Weapon Skills","Halberd","18","War Cry of Struggle","halberd/warcryofstruggle.png","Weapon Skills\Halberd\18_War Cry of Struggle.png","https://coryn.club/skill/halberd/warcryofstruggle.png","downloaded"
"Weapon Skills","Halberd","19","Godspeed Wield","halberd/godspeedwield.png","Weapon Skills\Halberd\19_Godspeed Wield.png","https://coryn.club/skill/halberd/godspeedwield.png","downloaded"
"Weapon Skills","Halberd","20","Almighty Wield","halberd/godspeedwield.png","Weapon Skills\Halberd\20_Almighty Wield.png","https://coryn.club/skill/halberd/godspeedwield.png","downloaded"
"Weapon Skills","Halberd","21","Buster Lance","halberd/busterlance.png","Weapon Skills\Halberd\21_Buster Lance.png","https://coryn.club/skill/halberd/busterlance.png","downloaded"
"Weapon Skills","Mononofu","0","Issen","katana/issen.png","Weapon Skills\Mononofu\00_Issen.png","https://coryn.club/skill/katana/issen.png","downloaded"
"Weapon Skills","Mononofu","1","Pulse Blade","katana/pulseblade.png","Weapon Skills\Mononofu\01_Pulse Blade.png","https://coryn.club/skill/katana/pulseblade.png","downloaded"
"Weapon Skills","Mononofu","2","Triple Thrust","katana/triplethrust.png","Weapon Skills\Mononofu\02_Triple Thrust.png","https://coryn.club/skill/katana/triplethrust.png","downloaded"
"Weapon Skills","Mononofu","3","Hasso Happa","katana/hassohappa.png","Weapon Skills\Mononofu\03_Hasso Happa.png","https://coryn.club/skill/katana/hassohappa.png","downloaded"
"Weapon Skills","Mononofu","4","Tenryu Ransei","katana/tenryuransei.png","Weapon Skills\Mononofu\04_Tenryu Ransei.png","https://coryn.club/skill/katana/tenryuransei.png","downloaded"
"Weapon Skills","Mononofu","5","Kasumisetsu Getsuka","katana/kasumisetsugetsuka.png","Weapon Skills\Mononofu\05_Kasumisetsu Getsuka.png","https://coryn.club/skill/katana/kasumisetsugetsuka.png","downloaded"
"Weapon Skills","Mononofu","6","Garyou Tensei","katana/garyoutensei.png","Weapon Skills\Mononofu\06_Garyou Tensei.png","https://coryn.club/skill/katana/garyoutensei.png","downloaded"
"Weapon Skills","Mononofu","7","Shadowless Slash","katana/shadowlessslash.png","Weapon Skills\Mononofu\07_Shadowless Slash.png","https://coryn.club/skill/katana/shadowlessslash.png","downloaded"
"Weapon Skills","Mononofu","8","Pommel Strike","katana/pomelstrike.png","Weapon Skills\Mononofu\08_Pommel Strike.png","https://coryn.club/skill/katana/pomelstrike.png","downloaded"
"Weapon Skills","Mononofu","9","Magadachi","katana/magadachi.png","Weapon Skills\Mononofu\09_Magadachi.png","https://coryn.club/skill/katana/magadachi.png","downloaded"
"Weapon Skills","Mononofu","10","Zantei Settetsu","katana/zanteisettetsu.png","Weapon Skills\Mononofu\10_Zantei Settetsu.png","https://coryn.club/skill/katana/zanteisettetsu.png","downloaded"
"Weapon Skills","Mononofu","11","Bushido","katana/bushido.png","Weapon Skills\Mononofu\11_Bushido.png","https://coryn.club/skill/katana/bushido.png","downloaded"
"Weapon Skills","Mononofu","12","Shukuchi","katana/shukuchi.png","Weapon Skills\Mononofu\12_Shukuchi.png","https://coryn.club/skill/katana/shukuchi.png","downloaded"
"Weapon Skills","Mononofu","13","Nukiuchi Sennosen","katana/shukuchi.png","Weapon Skills\Mononofu\13_Nukiuchi Sennosen.png","https://coryn.club/skill/katana/shukuchi.png","downloaded"
"Weapon Skills","Mononofu","14","Two-Handed","katana/twohanded.png","Weapon Skills\Mononofu\14_Two-Handed.png","https://coryn.club/skill/katana/twohanded.png","downloaded"
"Weapon Skills","Mononofu","15","Meikyo Shisui","katana/meikyoshisui.png","Weapon Skills\Mononofu\15_Meikyo Shisui.png","https://coryn.club/skill/katana/meikyoshisui.png","downloaded"
"Weapon Skills","Mononofu","16","Kairiki Ranshin","katana/kairikiranshin.png","Weapon Skills\Mononofu\16_Kairiki Ranshin.png","https://coryn.club/skill/katana/kairikiranshin.png","downloaded"
"Weapon Skills","Mononofu","17","Dauntless","katana/dauntless.png","Weapon Skills\Mononofu\17_Dauntless.png","https://coryn.club/skill/katana/dauntless.png","downloaded"
"Weapon Skills","Mononofu","18","Auspicious Wind","katana/auspiciouswind.png","","https://coryn.club/skill/katana/auspiciouswind.png","failed: HTTPError"
"Weapon Skills","Mononofu","19","Gust","katana/gust.png","","https://coryn.club/skill/katana/gust.png","failed: HTTPError"
"Weapon Skills","Mononofu","20","Zephyr Rush","katana/zephyrrush.png","","https://coryn.club/skill/katana/zephyrrush.png","failed: HTTPError"
"Weapon Skills","Mononofu","21","Super Gust","katana/gust.png","","https://coryn.club/skill/katana/gust.png","failed: HTTPError"
"Weapon Skills","Mononofu","22","Bouncing Blade","katana/bouncingblade.png","Weapon Skills\Mononofu\22_Bouncing Blade.png","https://coryn.club/skill/katana/bouncingblade.png","downloaded"
"Weapon Skills","DualSword","0","Dual Sword Mastery","dw/dualswordmastery.png","Weapon Skills\DualSword\00_Dual Sword Mastery.png","https://coryn.club/skill/dw/dualswordmastery.png","downloaded"
"Weapon Skills","DualSword","1","Twin Slash","dw/twinslash.png","Weapon Skills\DualSword\01_Twin Slash.png","https://coryn.club/skill/dw/twinslash.png","downloaded"
"Weapon Skills","DualSword","2","Spinning Slash","dw/spinningslash.png","Weapon Skills\DualSword\02_Spinning Slash.png","https://coryn.club/skill/dw/spinningslash.png","downloaded"
"Weapon Skills","DualSword","3","Phantom Slash","dw/phantomslash.png","Weapon Skills\DualSword\03_Phantom Slash.png","https://coryn.club/skill/dw/phantomslash.png","downloaded"
"Weapon Skills","DualSword","4","Aerial Cut","dw/aerialcut.png","Weapon Skills\DualSword\04_Aerial Cut.png","https://coryn.club/skill/dw/aerialcut.png","downloaded"
"Weapon Skills","DualSword","5","Cross Parry","dw/crossparry.png","Weapon Skills\DualSword\05_Cross Parry.png","https://coryn.club/skill/dw/crossparry.png","downloaded"
"Weapon Skills","DualSword","6","Charging Slash","dw/chargingslash.png","Weapon Skills\DualSword\06_Charging Slash.png","https://coryn.club/skill/dw/chargingslash.png","downloaded"
"Weapon Skills","DualSword","7","Shadowstep","dw/shadowstep.png","Weapon Skills\DualSword\07_Shadowstep.png","https://coryn.club/skill/dw/shadowstep.png","downloaded"
"Weapon Skills","DualSword","8","Shining Cross","dw/shiningcross.png","Weapon Skills\DualSword\08_Shining Cross.png","https://coryn.club/skill/dw/shiningcross.png","downloaded"
"Weapon Skills","DualSword","9","Lunar Misfortune","dw/lunarmisfortune.png","Weapon Skills\DualSword\09_Lunar Misfortune.png","https://coryn.club/skill/dw/lunarmisfortune.png","downloaded"
"Weapon Skills","DualSword","10","Twin Buster Blade","dw/twinbusterblade.png","Weapon Skills\DualSword\10_Twin Buster Blade.png","https://coryn.club/skill/dw/twinbusterblade.png","downloaded"
"Weapon Skills","DualSword","11","Reflex","dw/reflex.png","Weapon Skills\DualSword\11_Reflex.png","https://coryn.club/skill/dw/reflex.png","downloaded"
"Weapon Skills","DualSword","12","Flash Blast","dw/flashblast.png","Weapon Skills\DualSword\12_Flash Blast.png","https://coryn.club/skill/dw/flashblast.png","downloaded"
"Weapon Skills","DualSword","13","Storm Reaper","dw/stormreaper.png","Weapon Skills\DualSword\13_Storm Reaper.png","https://coryn.club/skill/dw/stormreaper.png","downloaded"
"Weapon Skills","DualSword","14","Dual Sword Control","dw/dualswordcontrol.png","Weapon Skills\DualSword\14_Dual Sword Control.png","https://coryn.club/skill/dw/dualswordcontrol.png","downloaded"
"Weapon Skills","DualSword","15","Godspeed","dw/godspeed.png","Weapon Skills\DualSword\15_Godspeed.png","https://coryn.club/skill/dw/godspeed.png","downloaded"
"Weapon Skills","DualSword","16","Saber Aura","dw/saberaura.png","Weapon Skills\DualSword\16_Saber Aura.png","https://coryn.club/skill/dw/saberaura.png","downloaded"
"Weapon Skills","DualSword","17","Crescent Saber","dw/crescentsaber.png","Weapon Skills\DualSword\17_Crescent Saber.png","https://coryn.club/skill/dw/crescentsaber.png","downloaded"
"Weapon Skills","DualSword","18","Aerial Slay","dw/aerialslay.png","Weapon Skills\DualSword\18_Aerial Slay.png","https://coryn.club/skill/dw/aerialslay.png","downloaded"
"Weapon Skills","DualSword","19","Horizon Cut","dw/horizoncut.png","Weapon Skills\DualSword\19_Horizon Cut.png","https://coryn.club/skill/dw/horizoncut.png","downloaded"
"Weapon Skills","DualSword","20","Sting Blade","dw/stingblade.png","Weapon Skills\DualSword\20_Sting Blade.png","https://coryn.club/skill/dw/stingblade.png","downloaded"
"Weapon Skills","Crusher","0","Forefist Punch","crusher/forefistpunch.png","Weapon Skills\Crusher\00_Forefist Punch.png","https://coryn.club/skill/crusher/forefistpunch.png","downloaded"
